Descriptionen,Failure_reason
"Chips, french fries/fine cut, fried (from frozen)",No match found
Corn on the cob (sweetcorn),No match found
Pom Bears (crisps),No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Fruit squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Digestive biscuit,No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
White chocolate bar (e.g. milky bar),No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Sweetcorn / sweet corn, canned",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Yellow lentil dahl, with ghee (Dal tarka/ Dal fry / Dal tadka/ Yellow dal/ Thalicha paruppu/ Parrupu poruchadhu)",No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
Irn bru,No match found
Cheese salad sub roll/baguette,No match found
Utterly Butterly,No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
"Lamb pilau, with potato (Meat pilau / Ukni)",No match found
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),No match found
Cheese salad sub roll/baguette,No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
Mini cheddars,No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Twix (chocolate & caramel biscuit fingers),No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
Ice lolly,No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
"Oreos, including supermarket brands",No match found
"Oat milk/drink, flavoured (e.g. Alpro chocolate)",No match found
"Orange squash, no added sugar, diluted",No match found
"Wrap/tortilla, white",No match found
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",No match found
"Vegetarian cottage pie, vegetables and lentils",No match found
Tunnock's caramel wafer,No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",No match found
"Sweetcorn / sweet corn, canned",No match found
Boursin cheese,No match found
"Orange squash, no added sugar, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Sweetcorn / sweet corn, canned",No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
Scotch pancake/drop scone,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Wrap/tortilla, white",No match found
"Coco Pops/Snaps, supermarket brands",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Coca-Cola/Coke/Pepsi,No match found
Dolly mixtures / candy canes,No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
"Nailotika fish (Tilapia), fried",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Coca-Cola/Coke/Pepsi,No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
Dolly mixtures / candy canes,No match found
"Nailotika fish (Tilapia), fried",No match found
Dolly mixtures / candy canes,No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Broccoli, steamed/microwaved",No match found
"Sweetcorn / sweet corn, canned",No match found
Breakfast sub roll/baguette,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
Hot cross bun,No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",No match found
"Orange squash, no added sugar, diluted",No match found
"Chicken kebab, roll or wrap, made with white chapati flour",No match found
"Orange squash, no added sugar, diluted",No match found
Digestive biscuit,No match found
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",No match found
"Orange squash, no added sugar, diluted",No match found
"Chapati, white, shop-bought",No match found
"Orange squash, no added sugar, diluted",No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",No match found
"Orange squash, no added sugar, diluted",No match found
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",No match found
"Orange squash, no added sugar, diluted",No match found
"Chicken and vegetable roll or wrap, made with chickpea flour (Shawarma)",No match found
"Orange squash, no added sugar, diluted",No match found
Kidney bean curry (Rajmaa),No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Cornetto/king cone (Including supermarket brands),No match found
"Paratha, white",No match found
"Ice lolly, juice-based (e.g. Fruit Pastilles)",No match found
Twix (chocolate & caramel biscuit fingers),No match found
Vegetable fingers/nuggets,No match found
Cornetto/king cone (Including supermarket brands),No match found
Tuna and cucumber sub roll/baguette,No match found
"Hash browns, grilled / baked",No match found
Corn on the cob (sweetcorn),No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Wrap/tortilla, white",No match found
"Ribena squash / juice, diluted, with ADDED SUGAR",No match found
"Orange squash, no added sugar, diluted",No match found
"Glazed doughnut, maida flour, sugar and ghee (Bhalushahi)",No match found
Wafer sandwich biscuit (e.g. pink wafer biscuit),No match found
McDonald's Big Mac,No match found
Cheese sandwich with wholemeal/oatmeal bread,No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Crinkle-cut crisps (e.g. McCoy's, Seabrooks)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Plain/dark chocolate bar (e.g Bournville),No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Spaghetti/tagliatelle (pasta), white or tricolore",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Wrap/tortilla, white",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Chapati, white",No match found
"Ribena squash / juice , diluted, no added sugar",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Orange squash, no added sugar, diluted",No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"Chapati, white",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Chapati, white",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
"Ribena squash / juice, diluted, with ADDED SUGAR",No match found
Chocolate mini roll,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Sweetcorn / sweet corn, canned",No match found
Garlic/flavoured naan bread,No match found
Sri Lankan butter cake,No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
Sri Lankan butter cake,No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Vimto, still",No match found
Cheese sandwich with mayo with wholemeal/oatmeal bread,No match found
"Ice lolly, juice-based (e.g. Fruit Pastilles)",No match found
Cheese sandwich with mayo with wholemeal/oatmeal bread,No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
Weetabix Weetos,No match found
Weetabix Weetos,No match found
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)",No match found
Dough balls,No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Digestive biscuit,No match found
"Orange squash, no added sugar, diluted",No match found
"Bread, crispy, made with white chapati flour, fenugreek leaves and spices (Methi khakra)",No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
"Orange squash, no added sugar, diluted",No match found
Cheese dippers (e.g. Laughing Cow),No match found
Babybel cheese,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Ginger beer (non-alcoholic),No match found
Ginger beer (non-alcoholic),No match found
Sparkling apple juice drink (e.g. tango apple),No match found
"Lucozade Energy (including Original, Orange, Pink Lemonade)",No match found
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Coca-Cola/Coke/Pepsi, supermarket brands",No match found
"Crinkle-cut crisps (e.g. McCoy's, Seabrooks)",No match found
"Oreos, including supermarket brands",No match found
Coca-Cola/Coke/Pepsi,No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
"Chickpea chaat, with yoghurt, potato, and tamarind sauce (Channa chaat with dahi and chutney)",No match found
"Chapati, white",No match found
Copy of Gravy (Hodi),No match found
Brioche burger bun/hot dog bun,No match found
"Chapati, white",No match found
Chicken and split chickpea curry (Murgh daal),No match found
Lentil dahl / Tarka dahl,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Chapati, white",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Fish marinated, dry (Masala fish)",No match found
Digestive biscuit,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Lamb pilau, with potato (Meat pilau / Ukni)",No match found
"Cod/haddock fillet, fried",No match found
"Chapati, wholemeal (brown)",No match found
"Tenderstem broccoli, cooked",No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Sweetcorn / sweet corn, cooked",No match found
"Vimto, still",No match found
Ice lolly,No match found
Ice lolly,No match found
Chicken/turkey kebab,No match found
Mayonnaise (e.g. Hellmans),No match found
Ice lolly,No match found
"Custard, flavoured, ready to eat (e.g. Ambrosia chocolate custard)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
Microwave chips (e.g. McCains),No match found
"Orange squash, no added sugar, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Babybel cheese,No match found
"Ribena squash / juice , diluted, no added sugar",No match found
Chocolate mini roll,No match found
"Flatbread / flat bread, flavoured (e.g. garlic)",No match found
"Spaghetti/tagliatelle (pasta), white or tricolore",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Orange squash, no added sugar, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Ribena squash / juice , diluted, no added sugar",No match found
"Chocolate Orange, milk chocolate (e.g. Terry's)",No match found
"Chocolate Orange, milk chocolate (e.g. Terry's)",No match found
"Chapati, wholemeal (brown)",No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
Paneer sandwich (Paneer sandwich),No match found
"Rusk, dry toast, baked with sugar (Rusk) (e.g. Britania)",No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Rusk, dry toast, baked with sugar (Rusk) (e.g. Britania)",No match found
"Chapati, wholemeal (brown)",No match found
Babybel cheese,No match found
Plain/dark chocolate bar (e.g Bournville),No match found
Milk flavoured with rose syrup (Roubza dudh),No match found
"Chapati, white",No match found
Digestive biscuit,No match found
Red gram dahl (Arhar dal),No match found
"Chapati, white",No match found
"Paneer roll or wrap, made with chickpea flour",No match found
Milk flavoured with rose syrup (Roubza dudh),No match found
Plain/dark chocolate bar (e.g Bournville),No match found
Beef/frying steak,No match found
"Flatbread / flat bread, plain",No match found
Cream filled wafer (e.g. Happy hippo),No match found
"Pak choi / Bok choi, cooked",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange /citrus/pineapple juice drink, ready to drink, no added sugar",No match found
"Hash browns, grilled / baked",No match found
"Omelette, with vegetables",No match found
"Chapati, white",No match found
"Chapati, white",No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
Tuna mayo sandwich with white/malted bread,No match found
"Carbonated beverages, with no added sugar containing juice e.g. Diet lilt, Diet Bitter lemon.",No match found
"Coco Pops/Snaps, supermarket brands",No match found
Digestive biscuit,No match found
Egg mayo sandwich with white/malted bread,No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Sweetcorn / sweet corn, cooked",No match found
Cornetto/king cone (Including supermarket brands),No match found
"Sweetcorn / sweet corn, cooked",No match found
Fanta,No match found
Rice with peas (Matar/peas pulao),No match found
Pot Noodle / Pot Rice,No match found
Chickpea curry (e.g. chana masala),No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Flapjack, coated in chocolate/yoghurt",No match found
"Chicken and vegetable roll or wrap, made with white chapati flour (Shawarma)",No match found
Spicy/sweet chilli chicken wrap,No match found
"Wrap/tortilla, white",No match found
Copy of Fruit yoghurt,No match found
Mayonnaise (e.g. Hellmans),No match found
"Chapati, white",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Chapati, white",No match found
"Chapati/ Roti, made with chickpea flour (Besan roti/ Chana atta roti)",No match found
Rice with peas (Matar/peas pulao),No match found
"Lamb pilau, with potato (Meat pilau / Ukni)",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Digestive biscuit,No match found
Tuna mayo sandwich with white/malted bread,No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Battered chicken balls (with or without sauce),No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Orange squash, no added sugar, diluted",No match found
"Bread, crispy, made with white chapati flour, fenugreek leaves and spices (Methi khakra)",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Weetabix Weetos,No match found
Weetabix Weetos,No match found
Weetabix Weetos,No match found
Scotch pancake/drop scone,No match found
Weetabix Weetos,No match found
Malteser bunny,No match found
"Coca-Cola/Coke/Pepsi, supermarket brands",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Weetabix Weetos,No match found
Light mayonnaise (e.g. Hellmans light),No match found
"Sweetcorn / sweet corn, cooked",No match found
"Orange squash, no added sugar, diluted",No match found
Cornetto/king cone (Including supermarket brands),No match found
"Sweetcorn / sweet corn, cooked",No match found
Tuna mayo & cucumber/sweetcorn sandwich with wholemeal/oatmeal bread,No match found
"Orange squash, no added sugar, diluted",No match found
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Light mayonnaise (e.g. Hellmans light),No match found
Ice lolly,No match found
"Orange squash, no added sugar, diluted",No match found
Mayonnaise (e.g. Hellmans),No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
Chocolate mini roll,No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
"Bread, thin, made with maida flour (Romali roti/ Rumali roti)",No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"Chicken portion, fried",No match found
"Sandwich thins, 50:50 bread",No match found
Cream filled wafer (e.g. Happy hippo),No match found
Light mayonnaise (e.g. Hellmans light),No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast), stuffed crust",No match found
"Chapati, wholemeal (brown)",No match found
"Other fizzy diet drinks, no juice (e.g. Ginger beer light, Dr Pepper diet)",No match found
"Barley water, no added sugar, diluted (Jo ka paani)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Fried crisp snack, rice, sago and wheat flours (Vadam/ vadagam / Vathal)",No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
Lamb and spinach curry (Palak gosht),No match found
Spicy/sweet chilli chicken wrap,No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Chapati, white",No match found
Ice lolly,No match found
"Chapati, white",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Egg mayo sandwich with white/malted bread,No match found
Walker Sensations crisps,No match found
"Flatbread / flat bread, flavoured (e.g. garlic)",No match found
"Chapati, white",No match found
Battenberg cake (e.g. Mr Kipling),No match found
Lentils,No match found
Lentils,No match found
Pork escalope,No match found
Lentils,No match found
Lemon cake (e.g. lemon drizzle),No match found
Lentils,No match found
Lentils,No match found
"Plant/vegan based sandwich including beans, vegetables and salad",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Sugar sweetener mix (e.g. Silver Spoon Half Spoon Sugar),No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Potato sandwich (Aloo sandwich),No match found
Brown bread (Paan),No match found
Digestive biscuit,No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Chapati, white",No match found
Tuna mayo & cucumber/sweetcorn sandwich with white/malted bread,No match found
Aubergine curry (Baingan curry/ Bhataun curry/ Brinjal curry),No match found
"Chapati, white",No match found
"Coco Pops/Snaps, supermarket brands",No match found
Magnum classic or white,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
Copy of Fruit yoghurt,No match found
"Honey hoops cereal (cheerios), supermarket brands",No match found
Brioche burger bun/hot dog bun,No match found
"Honey hoops cereal (cheerios), supermarket brands",No match found
Mayonnaise (e.g. Hellmans),No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
"Honey hoops cereal (cheerios), supermarket brands",No match found
Brioche burger bun/hot dog bun,No match found
"Mustard (including English, dijon, wholegrain)",No match found
Red berry fruit smoothie,No match found
Mayonnaise (e.g. Hellmans),No match found
"Chapati, wholemeal (brown)",No match found
Decaf tea,No match found
"Ribena squash / juice, diluted, with ADDED SUGAR",No match found
"Chicken and vegetable roll or wrap, made with chickpea flour (Shawarma)",No match found
Tuna mayo sandwich with wholemeal/oatmeal bread,No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
Chickpeas,No match found
Coca-Cola/Coke/Pepsi,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Sweet or savoury pancake,No match found
"Ice lolly, juice-based (e.g. Fruit Pastilles)",No match found
Brown bread (Paan),No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
Quorn mince,No match found
"Orange squash, no added sugar, diluted",No match found
"Lemonade, still",No match found
Corn on the cob (sweetcorn),No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
"Omelette, plain",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Red berry fruit smoothie,No match found
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
Pringles,No match found
"Chocolate Orange, plain/dark chocolate (e.g. Terrys)",No match found
"Chapati, white",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Glazed doughnut, maida flour, sugar and ghee (Bhalushahi)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Smarties,No match found
"Glazed doughnut, maida flour, sugar and ghee (Bhalushahi)",No match found
Robinson's fruit shoot juiced,No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Brown sugar, with added molasses (e.g. Dumbara) (Jaggery/ Gur)",No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
Red berry fruit smoothie,No match found
Cheese sandwich with wholemeal/oatmeal bread,No match found
"Chapati, white",No match found
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),No match found
Red berry fruit smoothie,No match found
"50/50 bread (e.g. Kingsmill, Warburtons)",No match found
Cheese sandwich with wholemeal/oatmeal bread,No match found
"Sweetcorn / sweet corn, canned",No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
Cheese savoury sandwich filler,No match found
Red berry fruit smoothie,No match found
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",No match found
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Coca-Cola/Coke/Pepsi, supermarket brands",No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
Prawn cocktail snacks (e.g. Skips),No match found
Spicy/sweet chilli chicken wrap,No match found
"Lamb korma, curry",No match found
Red berry fruit smoothie,No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Cassava fries/chips (Mogo chips),No match found
"Sweetcorn / sweet corn, canned",No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
Mayonnaise (e.g. Hellmans),No match found
"Coriander (cilantro), fresh",No match found
"Sweetcorn / sweet corn, canned",No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Coriander (cilantro), fresh",No match found
Stock / consomme (any clear soup),No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
Mayonnaise (e.g. Hellmans),No match found
"Chicken and vegetable roll or wrap, made with chickpea flour (Shawarma)",No match found
"Banana, green/unripe (Kacha Kela)",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Chapati, white",No match found
Chocolate mini roll,No match found
"Chapati, white",No match found
"Hot cross bun, chocolate",No match found
"Chapati, white",No match found
White or wholegrain ready cooked plain rice (e.g. Uncle Bens),No match found
"Hash browns, grilled / baked",No match found
"Coca-Cola/Coke/Pepsi, flavoured",No match found
"Hash browns, grilled / baked",No match found
"Ribena juice drink, ready to drink, no added sugar",No match found
"Chapati, white",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Chapati, white",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Chapati, white",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Lentil dahl/ curry (Masar daal gravy),No match found
"Chapati, white",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Rice and lentil porridge (Khichdi),No match found
Cheese sandwich with wholemeal/oatmeal bread,No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",No match found
"Orange squash, high juice, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
Corn on the cob (sweetcorn),No match found
Spicy/sweet chilli chicken wrap,No match found
"Orange squash, no added sugar, diluted",No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Chapati, white",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Chapati, white",No match found
"Ribena juice drink, ready to drink",No match found
"Paratha, white",No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Potato shapes (e.g. Alphabites, Smilies), fried",No match found
Cheesy mash,No match found
Corn on the cob (sweetcorn),No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Babybel cheese,No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Corn on the cob (sweetcorn),No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
Lentil dahl / Tarka dahl,No match found
"Oreos, including supermarket brands",No match found
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Oreos, including supermarket brands",No match found
Vegetable fingers/nuggets,No match found
Red berry fruit smoothie,No match found
Milk Chocolate shapes (e.g mice/coins),No match found
"Vegetarian meat-style sausage (e.g. Linda McCartney), not Quorn",No match found
"Potato shapes (e.g. Alphabites, Smilies), grilled/baked",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Vegetarian meat-style sausage (e.g. Linda McCartney), not Quorn",No match found
Twister ice lolly,No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
Scotch pancake/drop scone,No match found
Vegetable fingers/nuggets,No match found
Lentil dahl/ curry (Masar daal gravy),No match found
Fanta,No match found
"Potato cutlet, fried (Aloo tikki)",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Bread, crispy, made with wholemeal chapati flour, fenugreek leaves and spices (Methi khakra)",No match found
"Chapati, white",No match found
"Orange squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Mozzarella dippers / sticks,No match found
