Descriptionen,NOVA_final_fallback,Fallback_source,Fallback_reason
"Cod/haddock fillet, fried",1,Giulia,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
"Tenderstem broccoli, cooked",1,Giulia,SBERT fallback
Processed cheese slices (e.g. individually wrapped for melting on burgers),4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
Ice lolly,4,NDNS,SBERT fallback
Ice lolly,4,NDNS,SBERT fallback
Chicken/turkey kebab,3,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
Ice lolly,4,NDNS,SBERT fallback
"Custard, flavoured, ready to eat (e.g. Ambrosia chocolate custard)",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Processed cheese slices (e.g. individually wrapped for melting on burgers),4,NDNS,SBERT fallback
Microwave chips (e.g. McCains),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Babybel cheese,4,Giulia,SBERT fallback
"Ribena squash / juice , diluted, no added sugar",4,NDNS,SBERT fallback
Chocolate mini roll,4,Giulia,SBERT fallback
"Flatbread / flat bread, flavoured (e.g. garlic)",4,Giulia,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Ribena squash / juice , diluted, no added sugar",4,NDNS,SBERT fallback
"Chocolate Orange, milk chocolate (e.g. Terry's)",4,NDNS,SBERT fallback
"Chocolate Orange, milk chocolate (e.g. Terry's)",4,NDNS,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",4,NDNS,SBERT fallback
Paneer sandwich (Paneer sandwich),3,Giulia,SBERT fallback
"Rusk, dry toast, baked with sugar (Rusk) (e.g. Britania)",4,Giulia,SBERT fallback
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",4,NDNS,SBERT fallback
"Rusk, dry toast, baked with sugar (Rusk) (e.g. Britania)",4,Giulia,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
Babybel cheese,4,Giulia,SBERT fallback
Plain/dark chocolate bar (e.g Bournville),4,NDNS,SBERT fallback
Milk flavoured with rose syrup (Roubza dudh),1,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Paneer roll or wrap, made with chickpea flour",1,Giulia,SBERT fallback
Milk flavoured with rose syrup (Roubza dudh),1,Giulia,SBERT fallback
Plain/dark chocolate bar (e.g Bournville),4,NDNS,SBERT fallback
Beef/frying steak,1,Giulia,SBERT fallback
"Flatbread / flat bread, plain",4,NDNS,SBERT fallback
Cream filled wafer (e.g. Happy hippo),4,NDNS,SBERT fallback
"Pak choi / Bok choi, cooked",4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange /citrus/pineapple juice drink, ready to drink, no added sugar",4,Giulia,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
"Omelette, with vegetables",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
Tuna mayo sandwich with white/malted bread,4,NDNS,SBERT fallback
"Carbonated beverages, with no added sugar containing juice e.g. Diet lilt, Diet Bitter lemon.",4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
Egg mayo sandwich with white/malted bread,4,Giulia,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
Cornetto/king cone (Including supermarket brands),4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
Rice with peas (Matar/peas pulao),1,Giulia,SBERT fallback
Pot Noodle / Pot Rice,4,Giulia,SBERT fallback
Chickpea curry (e.g. chana masala),4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Flapjack, coated in chocolate/yoghurt",4,NDNS,SBERT fallback
"Chicken and vegetable roll or wrap, made with white chapati flour (Shawarma)",3,NDNS,SBERT fallback
Spicy/sweet chilli chicken wrap,4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Copy of Fruit yoghurt,4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Chapati/ Roti, made with chickpea flour (Besan roti/ Chana atta roti)",4,NDNS,SBERT fallback
Rice with peas (Matar/peas pulao),1,Giulia,SBERT fallback
"Lamb pilau, with potato (Meat pilau / Ukni)",3,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
Tuna mayo sandwich with white/malted bread,4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Battered chicken balls (with or without sauce),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Bread, crispy, made with white chapati flour, fenugreek leaves and spices (Methi khakra)",1,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Weetabix Weetos,4,NDNS,SBERT fallback
Weetabix Weetos,4,NDNS,SBERT fallback
Weetabix Weetos,4,NDNS,SBERT fallback
Scotch pancake/drop scone,3,NDNS,SBERT fallback
Weetabix Weetos,4,NDNS,SBERT fallback
"Coca-Cola/Coke/Pepsi, supermarket brands",1,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Weetabix Weetos,4,NDNS,SBERT fallback
Light mayonnaise (e.g. Hellmans light),4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Cornetto/king cone (Including supermarket brands),4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
Tuna mayo & cucumber/sweetcorn sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",3,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Light mayonnaise (e.g. Hellmans light),4,NDNS,SBERT fallback
Ice lolly,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
Chocolate mini roll,4,Giulia,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
"Bread, thin, made with maida flour (Romali roti/ Rumali roti)",3,NDNS,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Chicken portion, fried",1,Giulia,SBERT fallback
"Sandwich thins, 50:50 bread",4,NDNS,SBERT fallback
Cream filled wafer (e.g. Happy hippo),4,NDNS,SBERT fallback
Light mayonnaise (e.g. Hellmans light),4,NDNS,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast), stuffed crust",4,Giulia,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
"Other fizzy diet drinks, no juice (e.g. Ginger beer light, Dr Pepper diet)",4,Giulia,SBERT fallback
"Barley water, no added sugar, diluted (Jo ka paani)",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Fried crisp snack, rice, sago and wheat flours (Vadam/ vadagam / Vathal)",4,Giulia,SBERT fallback
"50/50 bread (e.g. Kingsmill, Warburtons)",4,NDNS,SBERT fallback
Lamb and spinach curry (Palak gosht),3,NDNS,SBERT fallback
Spicy/sweet chilli chicken wrap,4,NDNS,SBERT fallback
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Ice lolly,4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Egg mayo sandwich with white/malted bread,4,Giulia,SBERT fallback
"Flatbread / flat bread, flavoured (e.g. garlic)",4,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Battenberg cake (e.g. Mr Kipling),3,Giulia,SBERT fallback
Lentils,4,NDNS,SBERT fallback
Lentils,4,NDNS,SBERT fallback
Pork escalope,3,NDNS,SBERT fallback
Lentils,4,NDNS,SBERT fallback
Lemon cake (e.g. lemon drizzle),1,Giulia,SBERT fallback
Lentils,4,NDNS,SBERT fallback
Lentils,4,NDNS,SBERT fallback
"Plant/vegan based sandwich including beans, vegetables and salad",3,Giulia,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Sugar sweetener mix (e.g. Silver Spoon Half Spoon Sugar),4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Potato sandwich (Aloo sandwich),1,Giulia,SBERT fallback
Brown bread (Paan),4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Tuna mayo & cucumber/sweetcorn sandwich with white/malted bread,1,Giulia,SBERT fallback
Aubergine curry (Baingan curry/ Bhataun curry/ Brinjal curry),3,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
Copy of Fruit yoghurt,4,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
Brioche burger bun/hot dog bun,4,Giulia,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
Processed cheese slices (e.g. individually wrapped for melting on burgers),4,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
Brioche burger bun/hot dog bun,4,Giulia,SBERT fallback
"Mustard (including English, dijon, wholegrain)",3,Giulia,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
Decaf tea,1,NDNS,SBERT fallback
"Ribena squash / juice, diluted, with ADDED SUGAR",4,NDNS,SBERT fallback
"Chicken and vegetable roll or wrap, made with chickpea flour (Shawarma)",4,NDNS,SBERT fallback
Tuna mayo sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Chickpeas,3,Giulia,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Sweet or savoury pancake,1,Giulia,SBERT fallback
"Ice lolly, juice-based (e.g. Fruit Pastilles)",4,NDNS,SBERT fallback
Brown bread (Paan),4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
Quorn mince,4,NDNS,TF-IDF fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Lemonade, still",4,NDNS,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
"Omelette, plain",3,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Chocolate Orange, plain/dark chocolate (e.g. Terrys)",4,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Glazed doughnut, maida flour, sugar and ghee (Bhalushahi)",1,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Glazed doughnut, maida flour, sugar and ghee (Bhalushahi)",1,Giulia,SBERT fallback
Robinson's fruit shoot juiced,4,NDNS,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Processed cheese slices (e.g. individually wrapped for melting on burgers),4,NDNS,SBERT fallback
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",1,Giulia,SBERT fallback
"Brown sugar, with added molasses (e.g. Dumbara) (Jaggery/ Gur)",2,Giulia,SBERT fallback
Processed cheese slices (e.g. individually wrapped for melting on burgers),4,NDNS,SBERT fallback
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"50/50 bread (e.g. Kingsmill, Warburtons)",4,NDNS,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Cheese savoury sandwich filler,4,Giulia,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",4,NDNS,SBERT fallback
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Coca-Cola/Coke/Pepsi, supermarket brands",1,NDNS,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
Prawn cocktail snacks (e.g. Skips),4,NDNS,SBERT fallback
Spicy/sweet chilli chicken wrap,4,NDNS,SBERT fallback
"Lamb korma, curry",1,Giulia,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
Processed cheese slices (e.g. individually wrapped for melting on burgers),4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Cassava fries/chips (Mogo chips),4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Coriander (cilantro), fresh",3,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Coriander (cilantro), fresh",3,NDNS,SBERT fallback
Stock / consomme (any clear soup),4,NDNS,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Chicken and vegetable roll or wrap, made with chickpea flour (Shawarma)",4,NDNS,SBERT fallback
"Banana, green/unripe (Kacha Kela)",1,Giulia,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Chocolate mini roll,4,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Hot cross bun, chocolate",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
White or wholegrain ready cooked plain rice (e.g. Uncle Bens),3,NDNS,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
"Coca-Cola/Coke/Pepsi, flavoured",4,Giulia,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
"Ribena juice drink, ready to drink, no added sugar",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Rice and lentil porridge (Khichdi),3,NDNS,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, high juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",4,NDNS,SBERT fallback
"Orange squash, high juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
Spicy/sweet chilli chicken wrap,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",1,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",1,Giulia,SBERT fallback
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",1,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Ribena juice drink, ready to drink",4,NDNS,SBERT fallback
"Paratha, white",4,NDNS,SBERT fallback
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",1,Giulia,SBERT fallback
"Potato shapes (e.g. Alphabites, Smilies), fried",1,Giulia,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
Processed cheese slices (e.g. individually wrapped for melting on burgers),4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
Babybel cheese,4,Giulia,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
"Oreos, including supermarket brands",4,NDNS,SBERT fallback
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Oreos, including supermarket brands",4,NDNS,SBERT fallback
Vegetable fingers/nuggets,4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
Milk Chocolate shapes (e.g mice/coins),4,Giulia,SBERT fallback
"Vegetarian meat-style sausage (e.g. Linda McCartney), not Quorn",4,NDNS,SBERT fallback
"Potato shapes (e.g. Alphabites, Smilies), grilled/baked",4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
"Vegetarian meat-style sausage (e.g. Linda McCartney), not Quorn",4,NDNS,SBERT fallback
Twister ice lolly,4,Giulia,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
Scotch pancake/drop scone,3,NDNS,SBERT fallback
Vegetable fingers/nuggets,4,NDNS,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Potato cutlet, fried (Aloo tikki)",1,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Bread, crispy, made with wholemeal chapati flour, fenugreek leaves and spices (Methi khakra)",3,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Mozzarella dippers / sticks,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Twix (chocolate & caramel biscuit fingers),4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
Twix (chocolate & caramel biscuit fingers),4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
"Oreos, including supermarket brands",4,NDNS,SBERT fallback
Cadbury Fudge bar,4,NDNS,SBERT fallback
McDonalds Cheeseburger,4,NDNS,SBERT fallback
Cadbury Fudge bar,4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Twix (chocolate & caramel biscuit fingers),4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Oreos, including supermarket brands",4,NDNS,SBERT fallback
Green/savoy cabbage,4,NDNS,SBERT fallback
"Cereal bar, plain (e.g. Nature Valley)",4,Giulia,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Chicken pie, gravy based, slice from a large pie",4,NDNS,SBERT fallback
Green/savoy cabbage,4,NDNS,SBERT fallback
Vegetarian mince chilli (e.g. Quorn),4,Giulia,SBERT fallback
Dough balls,4,NDNS,SBERT fallback
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",4,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Vegetable crisps,4,NDNS,SBERT fallback
Couscous (plain),1,NDNS,SBERT fallback
Black pepper,3,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Fish marinated, dry (Masala fish)",1,Giulia,SBERT fallback
Mini cheddars,3,NDNS,SBERT fallback
Garlic/flavoured naan bread,4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Fruit squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
Rice with minced mutton (Khasir kima et biryani),3,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Cake bar with sultanas e.g. Mr kipling country slices,3,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Passata (strained tomatoes),1,NDNS,SBERT fallback
